Season,HID,AID,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO
1992,20,16,1.51,2.99,4.2,1,0,0,6,1,0,2,4,0,1,1.0,0.0,0.0,0.0,31.0,32.0,4,18,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,13,19,1.83,2.1,4.42,0,0,1,1,1,0,4,5,0,0,1.0,0.0,0.0,0.0,32.0,28.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,5,22,1.8,2.15,4.39,0,0,1,5,5,0,6,13,0,0,5.0,1.0,0.0,0.0,38.0,29.0,12,26,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,14,16,1.58,2.88,3.81,1,0,0,3,2,0,4,2,0,0,0.0,0.0,0.0,0.0,38.0,22.0,8,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,13,23,2.01,1.87,4.59,1,0,0,4,1,0,4,7,0,0,0.0,0.0,0.0,0.0,37.0,31.0,8,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1992,15,4,1.4,3.48,4.42,0,1,0,1,4,0,3,7,0,0,0.0,0.0,0.0,0.0,19.0,25.0,6,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,18,10,1.51,2.96,4.24,0,1,0,1,6,0,6,6,0,0,1.0,0.0,0.0,0.0,22.0,25.0,12,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,24,0,1.86,2.08,4.32,1,0,0,7,0,0,2,3,0,0,0.0,0.0,1.0,0.0,34.0,29.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1992,19,20,1.52,2.72,4.76,0,1,0,1,5,0,3,4,1,0,0.0,0.0,0.0,0.0,25.0,44.0,28,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,19,14,1.42,3.3,4.54,1,0,0,3,1,0,2,3,0,0,0.0,0.0,0.0,0.0,15.0,41.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1992,0,22,1.71,2.24,4.56,1,0,0,3,1,0,2,1,0,0,0.0,0.0,0.0,0.0,27.0,15.0,4,2,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,10,24,1.7,2.36,4.21,1,0,0,5,3,0,2,2,1,1,1.0,0.0,0.0,0.0,37.0,35.0,8,33,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
1992,5,13,1.65,2.46,4.27,1,0,0,5,3,0,3,5,1,1,1.0,0.0,0.0,1.0,33.0,27.0,10,34,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1992,23,20,1.51,2.66,5.0,1,0,0,5,2,0,5,4,0,1,1.0,1.0,1.0,0.0,30.0,34.0,10,38,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1992,15,18,1.53,2.81,4.33,1,0,0,5,1,0,3,4,0,0,0.0,0.0,0.0,0.0,25.0,29.0,6,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1992,4,16,1.57,2.92,3.8,0,0,1,0,0,0,2,1,1,1,0.0,0.0,0.0,0.0,25.0,26.0,28,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,14,23,2.18,1.79,4.27,0,1,0,2,6,0,3,4,0,0,1.0,0.0,0.0,0.0,37.0,25.0,6,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
1992,13,19,1.74,2.23,4.42,1,0,0,5,3,0,3,5,1,0,1.0,1.0,0.0,0.0,42.0,23.0,20,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,20,19,1.65,2.37,4.54,0,1,0,2,7,0,2,3,0,0,1.0,1.0,1.0,0.0,29.0,34.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
1992,20,5,1.6,2.57,4.32,0,1,0,1,2,0,5,6,1,1,1.0,0.0,0.0,2.0,39.0,39.0,28,26,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,22,10,1.5,2.84,4.6,0,1,0,3,4,0,1,2,0,1,0.0,0.0,0.0,0.0,24.0,33.0,2,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1992,13,0,1.66,2.38,4.44,0,0,1,3,3,0,1,4,0,0,0.0,0.0,0.0,0.0,37.0,23.0,2,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1992,16,19,2.01,1.97,4.06,0,1,0,2,3,0,4,4,0,0,1.0,1.0,1.0,0.0,39.0,33.0,8,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,24,15,1.65,2.41,4.4,1,0,0,6,3,0,5,6,0,0,1.0,1.0,0.0,0.0,19.0,29.0,10,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1992,18,4,1.54,2.95,3.97,0,1,0,4,5,0,4,4,1,0,1.0,0.0,0.0,0.0,35.0,28.0,28,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
1992,0,20,1.55,2.7,4.5,0,0,1,1,1,0,2,3,0,0,0.0,0.0,0.0,0.0,26.0,37.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,4,19,1.98,1.99,4.14,0,0,1,5,5,0,2,2,0,0,1.0,1.0,0.0,0.0,25.0,27.0,4,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1992,10,13,1.64,2.46,4.3,1,0,0,8,2,0,4,5,0,0,2.0,0.0,0.0,0.0,38.0,23.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,18,24,1.77,2.26,4.08,1,0,0,7,3,0,2,3,0,1,1.0,0.0,0.0,0.0,24.0,21.0,4,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
1992,23,16,1.31,3.89,5.09,1,0,0,5,3,0,4,7,0,0,1.0,0.0,0.0,0.0,24.0,40.0,8,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,15,22,1.69,2.31,4.46,1,0,0,2,1,0,4,7,1,1,1.0,0.0,0.0,0.0,29.0,20.0,12,34,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,5,14,1.46,3.24,4.27,1,0,0,5,1,0,7,7,0,1,1.0,0.0,0.0,0.0,24.0,30.0,14,24,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1992,13,15,1.68,2.39,4.24,0,1,0,2,3,0,3,3,1,1,0.0,0.0,0.0,0.0,42.0,30.0,28,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,22,18,1.49,2.91,4.5,0,1,0,2,3,0,5,5,0,1,1.0,0.0,0.0,0.0,24.0,23.0,10,20,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,20,10,1.66,2.39,4.34,0,0,1,4,4,0,3,2,0,0,0.0,0.0,0.0,0.0,40.0,29.0,6,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
1992,14,0,1.92,2.1,3.92,0,1,0,0,5,0,4,5,0,0,0.0,1.0,0.0,1.0,31.0,28.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
1992,16,5,1.86,2.19,3.9,1,0,0,2,1,0,5,7,0,0,0.0,1.0,1.0,0.0,27.0,42.0,10,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,24,4,1.49,3.07,4.23,1,0,0,4,0,0,3,5,0,0,0.0,0.0,0.0,0.0,22.0,25.0,6,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,18,13,1.6,2.65,4.16,0,1,0,1,3,0,0,3,0,1,1.0,0.0,0.0,0.0,19.0,34.0,0,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,15,20,1.56,2.66,4.44,1,0,0,3,1,0,4,6,1,1,0.0,0.0,0.0,0.0,38.0,29.0,16,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,10,14,1.39,3.59,4.38,1,0,0,6,2,0,3,6,0,0,0.0,2.0,1.0,0.0,37.0,39.0,6,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1992,24,22,1.65,2.4,4.44,0,1,0,4,5,0,4,4,0,0,0.0,1.0,0.0,0.0,26.0,35.0,8,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
1992,4,23,2.26,1.74,4.29,0,1,0,2,5,0,6,5,1,1,1.0,0.0,0.0,0.0,26.0,19.0,28,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,5,19,1.76,2.18,4.51,0,1,0,3,5,0,4,5,1,1,3.0,1.0,0.0,0.0,36.0,0.0,16,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1992,16,10,1.89,2.13,3.97,1,0,0,4,3,0,4,5,0,1,0.0,0.0,1.0,0.0,21.0,41.0,8,20,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,14,15,1.99,2.06,3.81,0,0,1,2,2,0,1,5,0,0,0.0,0.0,0.0,1.0,34.0,26.0,2,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,23,5,1.42,3.04,5.16,1,0,0,6,2,0,6,7,1,0,0.0,1.0,1.0,0.0,25.0,41.0,22,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
1992,22,4,1.41,3.42,4.46,1,0,0,4,0,0,3,7,1,0,1.0,0.0,0.0,0.0,16.0,23.0,28,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,20,18,1.56,2.75,4.2,1,0,0,2,0,0,2,5,0,1,1.0,0.0,0.0,0.0,37.0,29.0,4,20,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,13,24,1.65,2.47,4.25,0,0,1,3,3,0,1,3,0,0,0.0,0.0,0.0,0.0,43.0,33.0,2,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1992,19,0,1.58,2.49,4.84,1,0,0,7,4,0,4,4,1,0,0.0,0.0,0.0,0.0,31.0,30.0,22,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,5,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,15,16,1.43,3.27,4.42,1,0,0,3,2,0,4,7,0,0,0.0,0.0,0.0,1.0,18.0,23.0,8,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1992,22,13,1.51,2.82,4.57,1,0,0,2,1,0,5,5,0,0,0.0,0.0,0.0,0.0,23.0,20.0,10,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,18,14,1.47,3.36,3.97,1,0,0,7,2,0,1,8,1,1,1.0,2.0,0.0,0.0,16.0,40.0,28,30,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
1992,4,5,1.8,2.32,3.81,0,1,0,1,2,0,2,7,0,0,0.0,0.0,0.0,0.0,29.0,31.0,4,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,0,23,1.94,1.88,4.88,0,1,0,1,4,0,2,3,0,1,0.0,0.0,0.0,0.0,25.0,38.0,4,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,10,19,1.78,2.11,4.65,1,0,0,8,5,0,3,5,0,0,2.0,0.0,1.0,0.0,46.5,25.0,6,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,5,2,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
1992,20,22,1.74,2.23,4.4,0,1,0,5,7,0,4,7,0,0,2.0,0.0,0.0,0.0,34.0,32.0,8,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,3,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
1992,19,15,1.56,2.57,4.79,1,0,0,6,1,0,4,4,0,1,1.0,0.0,0.0,0.0,23.0,38.0,8,18,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
1992,16,18,1.7,2.48,3.87,0,1,0,2,5,0,6,8,0,1,2.0,1.0,0.0,0.0,36.0,47.0,12,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1992,5,0,1.67,2.38,4.34,0,0,1,2,2,0,2,2,0,0,1.0,0.0,0.0,0.0,39.0,31.0,4,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,23,10,1.46,2.79,5.34,1,0,0,4,1,0,2,4,0,0,1.0,0.0,0.0,0.0,19.0,41.0,4,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,13,4,1.46,3.3,4.11,1,0,0,3,2,0,4,6,0,0,0.0,0.0,0.0,0.0,28.0,27.0,8,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,14,24,1.95,2.15,3.68,0,1,0,1,7,0,3,3,0,0,1.0,1.0,0.0,0.0,38.0,32.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
1992,15,23,2.09,1.77,4.84,1,0,0,2,0,0,5,7,1,1,0.0,0.0,0.0,0.0,24.0,33.0,14,18,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,22,14,1.31,4.28,4.65,1,0,0,4,3,0,5,5,0,1,1.0,0.0,1.0,0.0,23.0,38.0,10,20,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,13,20,1.61,2.59,4.22,0,1,0,1,7,0,0,5,1,0,0.0,4.0,1.0,0.0,29.0,33.0,4,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
1992,18,19,1.9,2.0,4.47,0,1,0,2,6,0,5,1,1,1,0.0,0.0,0.0,0.0,34.0,23.0,28,27,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
1992,10,5,1.54,2.7,4.51,0,0,1,2,2,0,4,4,1,1,0.0,0.0,0.0,0.0,27.0,21.0,12,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,4,0,1.93,2.12,3.85,0,0,1,4,4,0,5,7,0,0,0.0,1.0,0.0,0.0,29.0,25.0,10,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,24,16,1.42,3.39,4.37,1,0,0,6,3,0,4,5,0,1,0.0,1.0,0.0,0.0,29.0,40.0,8,20,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1992,18,5,1.64,2.5,4.17,0,1,0,1,2,0,3,3,0,0,0.0,0.0,0.0,0.0,24.0,40.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1992,19,14,1.26,4.61,5.0,1,0,0,4,3,0,4,3,0,0,1.0,0.0,0.0,0.0,25.0,39.0,8,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,24,20,1.59,2.53,4.52,1,0,0,4,3,0,4,6,0,0,0.0,2.0,0.0,0.0,27.0,41.0,8,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,19,24,1.51,2.67,5.02,1,0,0,9,5,0,4,4,1,1,2.0,0.0,0.0,0.0,29.0,21.0,28,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0
1992,23,18,1.36,3.42,5.25,1,0,0,11,1,0,3,6,0,0,4.0,0.0,0.0,0.0,33.0,28.0,6,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,4,1,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1992,20,4,1.41,3.48,4.31,0,0,1,3,3,0,5,5,0,1,1.0,0.0,1.0,2.0,41.0,33.0,10,20,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,14,13,1.84,2.39,3.49,0,1,0,0,3,0,4,4,0,1,0.0,0.0,0.0,1.0,37.0,31.0,8,22,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,16,22,2.04,1.96,3.99,0,0,1,3,3,0,5,4,0,0,1.0,1.0,0.0,0.0,36.0,25.0,10,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,5,15,1.66,2.39,4.38,0,0,1,4,4,0,5,2,0,0,0.0,2.0,1.0,0.0,35.0,31.0,10,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
1992,0,10,1.64,2.41,4.51,0,0,1,2,2,0,2,2,0,0,2.0,2.0,0.0,0.0,26.0,30.0,4,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,15,0,1.61,2.48,4.51,0,1,0,1,4,0,6,7,1,1,0.0,0.0,0.0,2.0,24.0,22.0,28,18,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,20,14,1.34,4.14,4.32,0,1,0,5,6,0,3,7,0,0,1.0,0.0,0.0,0.0,26.0,28.0,6,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1992,13,16,1.49,3.19,4.01,0,0,1,3,3,0,6,5,0,0,1.0,2.0,1.0,0.0,27.0,28.0,12,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1992,24,23,2.09,1.76,4.92,0,1,0,1,6,0,5,9,1,1,0.0,0.0,0.0,1.0,27.0,31.0,18,26,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,4,10,1.95,2.08,3.88,1,0,0,6,5,0,6,7,0,0,1.0,1.0,1.0,0.0,25.0,31.0,12,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,19,13,1.38,3.34,5.06,0,0,1,8,8,0,5,6,0,0,2.0,3.0,0.0,1.0,29.0,47.0,10,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0
1992,10,15,1.59,2.56,4.48,1,0,0,3,0,0,5,9,0,1,1.0,0.0,0.0,0.0,39.0,33.0,10,28,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,0,18,1.45,3.12,4.5,1,0,0,4,1,0,2,2,0,0,2.0,1.0,0.0,0.0,32.0,26.0,4,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1992,5,24,1.62,2.5,4.34,0,1,0,2,6,0,6,5,0,0,0.0,2.0,0.0,0.0,36.0,25.0,12,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
1992,16,20,1.83,2.26,3.84,1,0,0,6,2,0,4,2,0,0,0.0,0.0,1.0,0.0,28.0,33.0,8,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1992,14,4,1.7,2.72,3.41,0,1,0,1,6,0,4,4,0,0,1.0,1.0,0.0,0.0,26.0,30.0,8,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,23,22,1.45,2.78,5.57,1,0,0,4,1,0,7,6,0,0,2.0,0.0,1.0,0.0,31.0,26.0,14,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1992,0,24,1.58,2.52,4.64,1,0,0,5,3,0,3,3,0,0,0.0,0.0,0.0,0.0,32.0,26.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,16,14,1.43,3.79,3.79,1,0,0,3,2,0,3,6,0,1,1.0,0.0,0.0,0.0,19.0,50.0,6,17,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
1992,19,20,1.4,3.2,5.05,0,0,1,5,5,0,4,8,0,0,1.0,1.0,0.0,0.0,14.0,30.0,8,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
